game_id,block_id,phase,player_id,team_id_opta,signal_name,signal_value,n_frames
2215844,2_2,2,228322,153,transition_latency,0.68,172500
2215844,2_2,2,231057,153,transition_latency,0.76,172500
2215844,2_2,2,435731,153,transition_latency,1.12,172500
2215844,2_2,2,456300,153,transition_latency,1.4,172500
2215844,2_3,2,17861,149,transition_latency,1.6,172500
2215844,2_3,2,61278,149,transition_latency,0.4,172500
2215844,2_3,2,85633,153,transition_latency,0.84,172500
2215844,2_3,2,106551,153,transition_latency,0.933,172500
2215844,2_3,2,115961,153,transition_latency,1.42,172500
2215844,2_3,2,116406,149,transition_latency,0.68,172500
2215844,2_3,2,129479,149,transition_latency,0.36,172500
2215844,2_3,2,203368,153,transition_latency,1.48,172500
2215844,2_3,2,223760,149,transition_latency,0.72,172500
2215844,2_3,2,228322,153,transition_latency,1.44,172500
2215844,2_3,2,231057,153,transition_latency,1.08,172500
2215844,2_3,2,435731,153,transition_latency,1.48,172500
2215844,2_3,2,456300,153,transition_latency,0.68,172500
2215844,2_4,2,19054,149,transition_latency,1.48,172497
2215844,2_4,2,42779,153,transition_latency,0.44,172497
2215844,2_4,2,61170,149,transition_latency,0.32,172497
2215844,2_4,2,61278,149,transition_latency,1.32,172497
2215844,2_4,2,85633,153,transition_latency,0.86,172497
2215844,2_4,2,106551,153,transition_latency,0.68,172497
2215844,2_4,2,203368,153,transition_latency,0.893,172497
2215844,2_4,2,214254,153,transition_latency,0.52,172497
2215844,2_4,2,220160,149,transition_latency,0.36,172497
2215844,2_4,2,228322,153,transition_latency,0.84,172497
2215844,2_4,2,435731,153,transition_latency,0.92,172497
2215844,2_4,2,456300,153,transition_latency,1.22,172497
2215844,2_5,2,85633,153,transition_latency,1.76,172500
2215844,2_5,2,106551,153,transition_latency,1.88,172500
2215844,2_5,2,116406,149,transition_latency,1.08,172500
2215844,2_5,2,143685,153,transition_latency,0.64,172500
2215844,2_5,2,203368,153,transition_latency,1.36,172500
2215844,2_5,2,214254,153,transition_latency,0.96,172500
2215844,2_5,2,223760,149,transition_latency,0.08,172500
2215844,2_5,2,226451,153,transition_latency,1.52,172500
2215844,2_5,2,231057,153,transition_latency,1.76,172500
2215844,2_5,2,435731,153,transition_latency,1.96,172500
2215844,2_6,2,17861,149,transition_latency,0.08,172498
2215844,2_6,2,19054,149,transition_latency,0.72,172498
2215844,2_6,2,42779,153,transition_latency,0.8,172498
2215844,2_6,2,61278,149,transition_latency,1.0,172498
2215844,2_6,2,61739,153,transition_latency,1.52,172498
2215844,2_6,2,85633,153,transition_latency,0.32,172498
2215844,2_6,2,105046,149,transition_latency,1.64,172498
2215844,2_6,2,106551,153,transition_latency,1.0,172498
2215844,2_6,2,116406,149,transition_latency,0.84,172498
2215844,2_6,2,129479,149,transition_latency,1.72,172498
2215844,2_6,2,143685,153,transition_latency,0.827,172498
2215844,2_6,2,174908,153,transition_latency,0.96,172498
2215844,2_6,2,203368,153,transition_latency,0.933,172498
2215844,2_6,2,204936,149,transition_latency,0.78,172498
2215844,2_6,2,214254,153,transition_latency,0.933,172498
2215844,2_6,2,220160,149,transition_latency,1.52,172498
2215844,2_6,2,226451,153,transition_latency,1.22,172498
2215844,2_6,2,228322,153,transition_latency,1.36,172498
2215844,2_6,2,231057,153,transition_latency,1.573,172498
2215844,2_6,2,435731,153,transition_latency,0.5,172498
2215844,2_7,2,17861,149,transition_latency,0.947,172500
2215844,2_7,2,19054,149,transition_latency,1.36,172500
2215844,2_7,2,42779,153,transition_latency,1.06,172500
2215844,2_7,2,61170,149,transition_latency,1.8,172500
2215844,2_7,2,61278,149,transition_latency,1.96,172500
2215844,2_7,2,61739,153,transition_latency,1.1,172500
2215844,2_7,2,85633,153,transition_latency,1.68,172500
2215844,2_7,2,87668,149,transition_latency,0.78,172500
2215844,2_7,2,116406,149,transition_latency,0.6,172500
2215844,2_7,2,129479,149,transition_latency,1.96,172500
2215844,2_7,2,143685,153,transition_latency,1.16,172500
2215844,2_7,2,174908,153,transition_latency,1.84,172500
2215844,2_7,2,204936,149,transition_latency,2.0,172500
2215844,2_7,2,214254,153,transition_latency,0.24,172500
2215844,2_7,2,223760,149,transition_latency,0.907,172500
2215844,2_7,2,226451,153,transition_latency,0.907,172500
2215844,2_7,2,228322,153,transition_latency,0.707,172500
2215844,2_7,2,231057,153,transition_latency,1.06,172500
2215844,2_7,2,232240,153,transition_latency,0.32,172500
2215844,2_7,2,435731,153,transition_latency,0.947,172500
2215844,2_7,2,465206,149,transition_latency,1.4,172500
2215844,2_8,2,17861,149,transition_latency,1.24,172498
2215844,2_8,2,42779,153,transition_latency,0.52,172498
2215844,2_8,2,46497,149,transition_latency,1.4,172498
2215844,2_8,2,61170,149,transition_latency,0.96,172498
2215844,2_8,2,85633,153,transition_latency,0.32,172498
2215844,2_8,2,87668,149,transition_latency,1.88,172498
2215844,2_8,2,129479,149,transition_latency,1.12,172498
2215844,2_8,2,174908,153,transition_latency,1.16,172498
2215844,2_8,2,214254,153,transition_latency,1.96,172498
2215844,2_8,2,220160,149,transition_latency,0.56,172498
2215844,2_8,2,223760,149,transition_latency,1.16,172498
2215844,2_8,2,228322,153,transition_latency,1.08,172498
2215844,2_8,2,231057,153,transition_latency,1.2,172498
2215844,2_8,2,232240,153,transition_latency,0.96,172498
2215844,2_8,2,465206,149,transition_latency,1.32,172498
2215844,2_9,2,17861,149,transition_latency,0.84,172500
2215844,2_9,2,19054,149,transition_latency,1.96,172500
2215844,2_9,2,46497,149,transition_latency,0.6,172500
2215844,2_9,2,61739,153,transition_latency,0.62,172500
2215844,2_9,2,85633,153,transition_latency,1.4,172500
2215844,2_9,2,143685,153,transition_latency,1.08,172500
2215844,2_9,2,174908,153,transition_latency,0.08,172500
2215844,2_9,2,204936,149,transition_latency,1.68,172500
2215844,2_9,2,214254,153,transition_latency,0.52,172500
2215844,2_9,2,226451,153,transition_latency,0.44,172500
2215844,2_9,2,228322,153,transition_latency,0.66,172500
2215844,2_9,2,231057,153,transition_latency,1.5,172500
2215844,2_9,2,232240,153,transition_latency,0.66,172500
2215844,2_9,2,435731,153,transition_latency,0.72,172500
2215844,2_9,2,465206,149,transition_latency,0.28,172500
